,Sensor Name,Date,Total Pedestrian Count (Day Sum)
250438,Elizabeth St-Lonsdale St (South),2018-05-09,10972.0
250439,Errol Street (East),2018-05-09,
250440,Faraday St-Lygon St (West),2018-05-09,5773.0
250441,Flagstaff Station,2018-05-09,
250442,Flinders La - Swanston St (West) Temp,2018-05-09,
250443,Flinders La-Swanston St (West),2018-05-09,48607.0
250444,Flinders Ln -Degraves St (Crossing),2018-05-09,
250445,Flinders Ln -Degraves St (North),2018-05-09,
250446,Flinders Ln -Degraves St (South),2018-05-09,
250447,Flinders St-Elizabeth St (East),2018-05-09,38911.0
250448,Flinders St-Spark La,2018-05-09,3576.0
250449,Flinders St-Spring St (West),2018-05-09,4941.0
250450,Flinders St-Swanston St (West),2018-05-09,
250451,Flinders Street Station Underpass,2018-05-09,35100.0
250452,Flinders la - Swanston St (West) Temp,2018-05-09,
250453,Grattan St-Swanston St (West),2018-05-09,10859.0
250454,La Trobe St (North),2018-05-09,
250455,Lincoln-Swanston (West),2018-05-09,
250456,Lincoln-Swanston(West),2018-05-09,
250457,Little Collins St-Swanston St (East),2018-05-09,23209.0
250458,Lonsdale St (South),2018-05-09,11662.0
250459,Lonsdale St - Elizabeth St (North),2018-05-09,
250460,Lonsdale St-Spring St (West),2018-05-09,8863.0
250461,Lygon St (East),2018-05-09,3105.0
250462,Lygon St (West),2018-05-09,5773.0
250463,Melbourne Central,2018-05-09,33792.0
250464,Melbourne Central-Elizabeth St (East),2018-05-09,25696.0
250465,Melbourne Convention Exhibition Centre,2018-05-09,11076.0
250466,Monash Rd-Swanston St (West),2018-05-09,10014.0
250467,New Quay,2018-05-09,4102.0
250468,Pelham St (S),2018-05-09,
250469,Pelham St (South),2018-05-09,3948.0
250470,Princes Bridge,2018-05-09,30818.0
250471,QV Market-Elizabeth St (West),2018-05-09,11900.0
250472,QV Market-Peel St,2018-05-09,3464.0
250473,QVM-Franklin St (North),2018-05-09,3096.0
250474,QVM-Queen St (East),2018-05-09,5010.0
250475,QVM-Therry St (South),2018-05-09,3585.0
250476,Queen St (West),2018-05-09,8306.0
250477,Royal Pde-Grattan St,2018-05-09,
250478,Sandridge Bridge,2018-05-09,
250479,Southbank,2018-05-09,37709.0
250480,Southern Cross Station,2018-05-09,25647.0
250481,Spencer St-Collins St (North),2018-05-09,40918.0
250482,Spencer St-Collins St (South),2018-05-09,11608.0
250483,St Kilda Rd-Alexandra Gardens,2018-05-09,9116.0
250484,State Library,2018-05-09,24991.0
250485,State Library-New,2018-05-09,
250486,Swanston St - City Square,2018-05-09,
250487,Swanston St - RMIT Building 14,2018-05-09,
250488,Swanston St - RMIT Building 80,2018-05-09,
250489,The Arts Centre,2018-05-09,25404.0
250490,Tin Alley-Swanston St (West),2018-05-09,3851.0
250491,Town Hall (West),2018-05-09,36992.0
250492,Victoria Point,2018-05-09,6194.0
250493,Waterfront City,2018-05-09,1985.0
250494,Webb Bridge,2018-05-09,5304.0
250495,Westwood Place,2018-05-09,
250496,sensor_name,2018-05-10,
250497,231 Bourke St,2018-05-10,
250498,Alfred Place,2018-05-10,8590.0
250499,Australia on Collins,2018-05-10,
250500,Birrarung Marr,2018-05-10,57652.0
250501,Bourke St - Spencer St (North),2018-05-10,
250502,Bourke St - Spencer St (South),2018-05-10,
250503,Bourke St Bridge,2018-05-10,
250504,Bourke St-Russell St (West),2018-05-10,13768.0
250505,Bourke Street Mall (North),2018-05-10,29854.0
250506,Bourke Street Mall (South),2018-05-10,20607.0
250507,Chinatown-Lt Bourke St (South),2018-05-10,7171.0
250508,Chinatown-Swanston St (North),2018-05-10,11601.0
250509,City Square,2018-05-10,
250510,Collins Place (North),2018-05-10,11238.0
250511,Collins Place (South),2018-05-10,15048.0
250512,Collins St (North),2018-05-10,18264.0
250513,Elizabeth St-La Trobe St (East),2018-05-10,
250514,Elizabeth St-Lonsdale St (South),2018-05-10,9819.0
250515,Errol Street (East),2018-05-10,
250516,Faraday St-Lygon St (West),2018-05-10,4450.0
250517,Flagstaff Station,2018-05-10,
250518,Flinders La - Swanston St (West) Temp,2018-05-10,
250519,Flinders La-Swanston St (West),2018-05-10,41519.0
250520,Flinders Ln -Degraves St (Crossing),2018-05-10,
250521,Flinders Ln -Degraves St (North),2018-05-10,
250522,Flinders Ln -Degraves St (South),2018-05-10,
250523,Flinders St-Elizabeth St (East),2018-05-10,36395.0
250524,Flinders St-Spark La,2018-05-10,3188.0
250525,Flinders St-Spring St (West),2018-05-10,5015.0
250526,Flinders St-Swanston St (West),2018-05-10,
250527,Flinders Street Station Underpass,2018-05-10,34688.0
250528,Flinders la - Swanston St (West) Temp,2018-05-10,
250529,Grattan St-Swanston St (West),2018-05-10,11851.0
250530,La Trobe St (North),2018-05-10,
250531,Lincoln-Swanston (West),2018-05-10,
250532,Lincoln-Swanston(West),2018-05-10,
250533,Little Collins St-Swanston St (East),2018-05-10,17543.0
250534,Lonsdale St (South),2018-05-10,10643.0
250535,Lonsdale St - Elizabeth St (North),2018-05-10,
250536,Lonsdale St-Spring St (West),2018-05-10,8355.0
250537,Lygon St (East),2018-05-10,2899.0
250538,Lygon St (West),2018-05-10,4450.0
250539,Melbourne Central,2018-05-10,26039.0
250540,Melbourne Central-Elizabeth St (East),2018-05-10,21487.0
250541,Melbourne Convention Exhibition Centre,2018-05-10,11082.0
250542,Monash Rd-Swanston St (West),2018-05-10,10218.0
250543,New Quay,2018-05-10,2919.0
250544,Pelham St (S),2018-05-10,
250545,Pelham St (South),2018-05-10,4002.0
250546,Princes Bridge,2018-05-10,24803.0
250547,QV Market-Elizabeth St (West),2018-05-10,12379.0
250548,QV Market-Peel St,2018-05-10,2924.0
250549,QVM-Franklin St (North),2018-05-10,2411.0
250550,QVM-Queen St (East),2018-05-10,4566.0
250551,QVM-Therry St (South),2018-05-10,4052.0
250552,Queen St (West),2018-05-10,8193.0
250553,Royal Pde-Grattan St,2018-05-10,
250554,Sandridge Bridge,2018-05-10,
250555,Southbank,2018-05-10,33257.0
250556,Southern Cross Station,2018-05-10,25309.0
250557,Spencer St-Collins St (North),2018-05-10,40148.0
250558,Spencer St-Collins St (South),2018-05-10,11645.0
250559,St Kilda Rd-Alexandra Gardens,2018-05-10,6051.0
250560,State Library,2018-05-10,19150.0
250561,State Library-New,2018-05-10,
250562,Swanston St - City Square,2018-05-10,
250563,Swanston St - RMIT Building 14,2018-05-10,
250564,Swanston St - RMIT Building 80,2018-05-10,
250565,The Arts Centre,2018-05-10,23950.0
250566,Tin Alley-Swanston St (West),2018-05-10,3471.0
250567,Town Hall (West),2018-05-10,29853.0
250568,Victoria Point,2018-05-10,5859.0
250569,Waterfront City,2018-05-10,1098.0
250570,Webb Bridge,2018-05-10,4659.0
250571,Westwood Place,2018-05-10,
250572,sensor_name,2018-05-11,
250573,231 Bourke St,2018-05-11,
250574,Alfred Place,2018-05-11,
250575,Australia on Collins,2018-05-11,
250576,Birrarung Marr,2018-05-11,8574.0
250577,Bourke St - Spencer St (North),2018-05-11,
250578,Bourke St - Spencer St (South),2018-05-11,
250579,Bourke St Bridge,2018-05-11,
250580,Bourke St-Russell St (West),2018-05-11,13345.0
250581,Bourke Street Mall (North),2018-05-11,29074.0
250582,Bourke Street Mall (South),2018-05-11,20607.0
250583,Chinatown-Lt Bourke St (South),2018-05-11,8556.0
250584,Chinatown-Swanston St (North),2018-05-11,13251.0
250585,City Square,2018-05-11,
250586,Collins Place (North),2018-05-11,10267.0
250587,Collins Place (South),2018-05-11,13904.0
250588,Collins St (North),2018-05-11,16659.0
250589,Elizabeth St-La Trobe St (East),2018-05-11,
250590,Elizabeth St-Lonsdale St (South),2018-05-11,9479.0
250591,Errol Street (East),2018-05-11,
250592,Faraday St-Lygon St (West),2018-05-11,5227.0
250593,Flagstaff Station,2018-05-11,
250594,Flinders La - Swanston St (West) Temp,2018-05-11,
250595,Flinders La-Swanston St (West),2018-05-11,42971.0
250596,Flinders Ln -Degraves St (Crossing),2018-05-11,
250597,Flinders Ln -Degraves St (North),2018-05-11,
250598,Flinders Ln -Degraves St (South),2018-05-11,
250599,Flinders St-Elizabeth St (East),2018-05-11,33831.0
250600,Flinders St-Spark La,2018-05-11,2696.0
250601,Flinders St-Spring St (West),2018-05-11,5043.0
250602,Flinders St-Swanston St (West),2018-05-11,
250603,Flinders Street Station Underpass,2018-05-11,30689.0
250604,Flinders la - Swanston St (West) Temp,2018-05-11,
250605,Grattan St-Swanston St (West),2018-05-11,7854.0
250606,La Trobe St (North),2018-05-11,
250607,Lincoln-Swanston (West),2018-05-11,
250608,Lincoln-Swanston(West),2018-05-11,
250609,Little Collins St-Swanston St (East),2018-05-11,16744.0
250610,Lonsdale St (South),2018-05-11,12005.0
250611,Lonsdale St - Elizabeth St (North),2018-05-11,
250612,Lonsdale St-Spring St (West),2018-05-11,7697.0
250613,Lygon St (East),2018-05-11,2914.0
250614,Lygon St (West),2018-05-11,5227.0
250615,Melbourne Central,2018-05-11,27614.0
250616,Melbourne Central-Elizabeth St (East),2018-05-11,20066.0
250617,Melbourne Convention Exhibition Centre,2018-05-11,7792.0
250618,Monash Rd-Swanston St (West),2018-05-11,6733.0
250619,New Quay,2018-05-11,1686.0
250620,Pelham St (S),2018-05-11,
250621,Pelham St (South),2018-05-11,3338.0
250622,Princes Bridge,2018-05-11,22041.0
250623,QV Market-Elizabeth St (West),2018-05-11,10505.0
250624,QV Market-Peel St,2018-05-11,2640.0
250625,QVM-Franklin St (North),2018-05-11,2092.0
250626,QVM-Queen St (East),2018-05-11,4032.0
250627,QVM-Therry St (South),2018-05-11,3359.0
250628,Queen St (West),2018-05-11,8101.0
250629,Royal Pde-Grattan St,2018-05-11,
250630,Sandridge Bridge,2018-05-11,
250631,Southbank,2018-05-11,31126.0
250632,Southern Cross Station,2018-05-11,21934.0
250633,Spencer St-Collins St (North),2018-05-11,38536.0
250634,Spencer St-Collins St (South),2018-05-11,8868.0
250635,St Kilda Rd-Alexandra Gardens,2018-05-11,3042.0
250636,State Library,2018-05-11,18978.0
250637,State Library-New,2018-05-11,
250638,Swanston St - City Square,2018-05-11,
250639,Swanston St - RMIT Building 14,2018-05-11,
250640,Swanston St - RMIT Building 80,2018-05-11,
250641,The Arts Centre,2018-05-11,17419.0
250642,Tin Alley-Swanston St (West),2018-05-11,2325.0
250643,Town Hall (West),2018-05-11,31773.0
250644,Victoria Point,2018-05-11,4548.0
250645,Waterfront City,2018-05-11,463.0
250646,Webb Bridge,2018-05-11,3058.0
250647,Westwood Place,2018-05-11,
250648,sensor_name,2018-05-12,
250649,231 Bourke St,2018-05-12,
250650,Alfred Place,2018-05-12,
250651,Australia on Collins,2018-05-12,
250652,Birrarung Marr,2018-05-12,11982.0
250653,Bourke St - Spencer St (North),2018-05-12,
250654,Bourke St - Spencer St (South),2018-05-12,
250655,Bourke St Bridge,2018-05-12,
250656,Bourke St-Russell St (West),2018-05-12,17081.0
250657,Bourke Street Mall (North),2018-05-12,35345.0
250658,Bourke Street Mall (South),2018-05-12,24211.0
250659,Chinatown-Lt Bourke St (South),2018-05-12,13647.0
250660,Chinatown-Swanston St (North),2018-05-12,17976.0
250661,City Square,2018-05-12,
250662,Collins Place (North),2018-05-12,2107.0
250663,Collins Place (South),2018-05-12,4737.0
250664,Collins St (North),2018-05-12,14399.0
250665,Elizabeth St-La Trobe St (East),2018-05-12,
250666,Elizabeth St-Lonsdale St (South),2018-05-12,10527.0
250667,Errol Street (East),2018-05-12,
250668,Faraday St-Lygon St (West),2018-05-12,8459.0
250669,Flagstaff Station,2018-05-12,
250670,Flinders La - Swanston St (West) Temp,2018-05-12,
250671,Flinders La-Swanston St (West),2018-05-12,47233.0
250672,Flinders Ln -Degraves St (Crossing),2018-05-12,
250673,Flinders Ln -Degraves St (North),2018-05-12,
250674,Flinders Ln -Degraves St (South),2018-05-12,
250675,Flinders St-Elizabeth St (East),2018-05-12,33374.0
250676,Flinders St-Spark La,2018-05-12,3280.0
250677,Flinders St-Spring St (West),2018-05-12,2758.0
250678,Flinders St-Swanston St (West),2018-05-12,
250679,Flinders Street Station Underpass,2018-05-12,24945.0
250680,Flinders la - Swanston St (West) Temp,2018-05-12,
250681,Grattan St-Swanston St (West),2018-05-12,3270.0
250682,La Trobe St (North),2018-05-12,
250683,Lincoln-Swanston (West),2018-05-12,
250684,Lincoln-Swanston(West),2018-05-12,
250685,Little Collins St-Swanston St (East),2018-05-12,21417.0
250686,Lonsdale St (South),2018-05-12,14550.0
250687,Lonsdale St - Elizabeth St (North),2018-05-12,
250688,Lonsdale St-Spring St (West),2018-05-12,4173.0
250689,Lygon St (East),2018-05-12,4393.0
250690,Lygon St (West),2018-05-12,8459.0
250691,Melbourne Central,2018-05-12,32094.0
250692,Melbourne Central-Elizabeth St (East),2018-05-12,24526.0
250693,Melbourne Convention Exhibition Centre,2018-05-12,12958.0
250694,Monash Rd-Swanston St (West),2018-05-12,2595.0
250695,New Quay,2018-05-12,4236.0
250696,Pelham St (S),2018-05-12,
250697,Pelham St (South),2018-05-12,1478.0
250698,Princes Bridge,2018-05-12,32215.0
250699,QV Market-Elizabeth St (West),2018-05-12,15753.0
250700,QV Market-Peel St,2018-05-12,4357.0
250701,QVM-Franklin St (North),2018-05-12,2802.0
250702,QVM-Queen St (East),2018-05-12,6921.0
250703,QVM-Therry St (South),2018-05-12,6310.0
250704,Queen St (West),2018-05-12,4843.0
250705,Royal Pde-Grattan St,2018-05-12,
250706,Sandridge Bridge,2018-05-12,
250707,Southbank,2018-05-12,35542.0
250708,Southern Cross Station,2018-05-12,2679.0
250709,Spencer St-Collins St (North),2018-05-12,20467.0
250710,Spencer St-Collins St (South),2018-05-12,4135.0
250711,St Kilda Rd-Alexandra Gardens,2018-05-12,7810.0
250712,State Library,2018-05-12,20819.0
250713,State Library-New,2018-05-12,
250714,Swanston St - City Square,2018-05-12,
250715,Swanston St - RMIT Building 14,2018-05-12,
250716,Swanston St - RMIT Building 80,2018-05-12,
250717,The Arts Centre,2018-05-12,23346.0
250718,Tin Alley-Swanston St (West),2018-05-12,1741.0
250719,Town Hall (West),2018-05-12,37706.0
250720,Victoria Point,2018-05-12,1691.0
250721,Waterfront City,2018-05-12,1631.0
250722,Webb Bridge,2018-05-12,2905.0
250723,Westwood Place,2018-05-12,
250724,sensor_name,2018-05-13,
250725,231 Bourke St,2018-05-13,
250726,Alfred Place,2018-05-13,2073.0
250727,Australia on Collins,2018-05-13,
250728,Birrarung Marr,2018-05-13,12082.0
250729,Bourke St - Spencer St (North),2018-05-13,
250730,Bourke St - Spencer St (South),2018-05-13,
250731,Bourke St Bridge,2018-05-13,
250732,Bourke St-Russell St (West),2018-05-13,15210.0
250733,Bourke Street Mall (North),2018-05-13,29344.0
250734,Bourke Street Mall (South),2018-05-13,18563.0
250735,Chinatown-Lt Bourke St (South),2018-05-13,10845.0
250736,Chinatown-Swanston St (North),2018-05-13,15485.0
250737,City Square,2018-05-13,
250738,Collins Place (North),2018-05-13,1344.0
250739,Collins Place (South),2018-05-13,3346.0
250740,Collins St (North),2018-05-13,10905.0
250741,Elizabeth St-La Trobe St (East),2018-05-13,
250742,Elizabeth St-Lonsdale St (South),2018-05-13,7584.0
250743,Errol Street (East),2018-05-13,
250744,Faraday St-Lygon St (West),2018-05-13,8972.0
250745,Flagstaff Station,2018-05-13,
250746,Flinders La - Swanston St (West) Temp,2018-05-13,
250747,Flinders La-Swanston St (West),2018-05-13,36301.0
250748,Flinders Ln -Degraves St (Crossing),2018-05-13,
250749,Flinders Ln -Degraves St (North),2018-05-13,
250750,Flinders Ln -Degraves St (South),2018-05-13,
250751,Flinders St-Elizabeth St (East),2018-05-13,29053.0
250752,Flinders St-Spark La,2018-05-13,2790.0
250753,Flinders St-Spring St (West),2018-05-13,2219.0
250754,Flinders St-Swanston St (West),2018-05-13,
250755,Flinders Street Station Underpass,2018-05-13,22158.0
250756,Flinders la - Swanston St (West) Temp,2018-05-13,
250757,Grattan St-Swanston St (West),2018-05-13,2771.0
250758,La Trobe St (North),2018-05-13,
250759,Lincoln-Swanston (West),2018-05-13,
250760,Lincoln-Swanston(West),2018-05-13,
250761,Little Collins St-Swanston St (East),2018-05-13,18300.0
250762,Lonsdale St (South),2018-05-13,12428.0
250763,Lonsdale St - Elizabeth St (North),2018-05-13,
250764,Lonsdale St-Spring St (West),2018-05-13,2814.0
250765,Lygon St (East),2018-05-13,4982.0
250766,Lygon St (West),2018-05-13,8972.0
250767,Melbourne Central,2018-05-13,26355.0
250768,Melbourne Central-Elizabeth St (East),2018-05-13,19614.0
250769,Melbourne Convention Exhibition Centre,2018-05-13,11870.0
250770,Monash Rd-Swanston St (West),2018-05-13,2448.0
250771,New Quay,2018-05-13,6761.0
250772,Pelham St (S),2018-05-13,
250773,Pelham St (South),2018-05-13,1375.0
250774,Princes Bridge,2018-05-13,26125.0
250775,QV Market-Elizabeth St (West),2018-05-13,14637.0
250776,QV Market-Peel St,2018-05-13,
250777,QVM-Franklin St (North),2018-05-13,2985.0
250778,QVM-Queen St (East),2018-05-13,6579.0
250779,QVM-Therry St (South),2018-05-13,6208.0
250780,Queen St (West),2018-05-13,3252.0
250781,Royal Pde-Grattan St,2018-05-13,
250782,Sandridge Bridge,2018-05-13,
250783,Southbank,2018-05-13,36961.0
250784,Southern Cross Station,2018-05-13,2011.0
250785,Spencer St-Collins St (North),2018-05-13,17133.0
250786,Spencer St-Collins St (South),2018-05-13,3569.0
250787,St Kilda Rd-Alexandra Gardens,2018-05-13,21594.0
250788,State Library,2018-05-13,17677.0
250789,State Library-New,2018-05-13,
250790,Swanston St - City Square,2018-05-13,
250791,Swanston St - RMIT Building 14,2018-05-13,
250792,Swanston St - RMIT Building 80,2018-05-13,
250793,The Arts Centre,2018-05-13,23117.0
250794,Tin Alley-Swanston St (West),2018-05-13,1656.0
250795,Town Hall (West),2018-05-13,28945.0
250796,Victoria Point,2018-05-13,1308.0
250797,Waterfront City,2018-05-13,3053.0
250798,Webb Bridge,2018-05-13,3011.0
250799,Westwood Place,2018-05-13,
250800,sensor_name,2018-05-14,
250801,231 Bourke St,2018-05-14,
250802,Alfred Place,2018-05-14,7674.0
250803,Australia on Collins,2018-05-14,
250804,Birrarung Marr,2018-05-14,6424.0
250805,Bourke St - Spencer St (North),2018-05-14,
250806,Bourke St - Spencer St (South),2018-05-14,
250807,Bourke St Bridge,2018-05-14,
250808,Bourke St-Russell St (West),2018-05-14,14144.0
250809,Bourke Street Mall (North),2018-05-14,29117.0
250810,Bourke Street Mall (South),2018-05-14,20014.0
250811,Chinatown-Lt Bourke St (South),2018-05-14,6938.0
250812,Chinatown-Swanston St (North),2018-05-14,12094.0
250813,City Square,2018-05-14,
250814,Collins Place (North),2018-05-14,10346.0
250815,Collins Place (South),2018-05-14,13842.0
250816,Collins St (North),2018-05-14,16599.0
250817,Elizabeth St-La Trobe St (East),2018-05-14,
250818,Elizabeth St-Lonsdale St (South),2018-05-14,10096.0
250819,Errol Street (East),2018-05-14,
250820,Faraday St-Lygon St (West),2018-05-14,4452.0
250821,Flagstaff Station,2018-05-14,
250822,Flinders La - Swanston St (West) Temp,2018-05-14,
250823,Flinders La-Swanston St (West),2018-05-14,40396.0
250824,Flinders Ln -Degraves St (Crossing),2018-05-14,
250825,Flinders Ln -Degraves St (North),2018-05-14,
250826,Flinders Ln -Degraves St (South),2018-05-14,
250827,Flinders St-Elizabeth St (East),2018-05-14,38635.0
250828,Flinders St-Spark La,2018-05-14,3271.0
250829,Flinders St-Spring St (West),2018-05-14,4721.0
250830,Flinders St-Swanston St (West),2018-05-14,
250831,Flinders Street Station Underpass,2018-05-14,33743.0
250832,Flinders la - Swanston St (West) Temp,2018-05-14,
250833,Grattan St-Swanston St (West),2018-05-14,9261.0
250834,La Trobe St (North),2018-05-14,
250835,Lincoln-Swanston (West),2018-05-14,
